analysis_id,gene_accession_id,gene_symbol,mouse_strain,mouse_life_stage,parameter_id,parameter_name,pvalue
0kv59x0e9rkzr0x,MGI:108429,Lpar1,C57BL,Early adult,IMPC_GEM_070_001,Midbrain morphology,0.8071819
0l356s6p2mw245x,MGI:2385213,Pdik1l,C57BL,Middle aged adult,MGP_MLN_014_001,Resting CD8+ T cells - % of CD8+,0.1250658
0l49w8s5fo2c4tm,MGI:1095412,Unc5c,C57BL,Late adult,ESLIM_005_001_005,Bone Mineral Content,0.4774274
0l4z7d7yu98le0x,MGI:98386,Sptan1,C57BL,E9.5,M-G-P_009_001_003,Body weight,0.4739256
0l5g5d372sj6yia,MGI:2679260,Crb2,C57BL,Early adult,IMPC_CSD_025_001,Head size,0.4197592
0l78sc9h82n2xkx,MGI:106637,Slc30a2,C57BL,E9.5,IMPC_GRS_011_001,Forelimb and hindlimb grip strength normalised against body weight,0.2049075
0l7d4o6zt8r05qx,MGI:2685195,Zbtb34,C57BL,Early adult,UCDLA_HEM_002_001,Red blood cell count,0.6686079
0lg6y0evvd8685x,MGI:104899,Mob4,C57BL,E9.5,MGP_MLN_078_001,Total gd T cells - % of CD45+,0.6939148
0lp94fr5q1r750x,MGI:1916413,Mrpl44,C57BL,E9.5,IMPC_HEM_037_001,Basophil cell count,0.1453685
0lrgjor0qv3066m,MGI:106925,Cldn11,C57BL,Early adult,IMPC_OFD_013_001,Periphery average speed,3.558145e-05
0ly88wrlf534k8m,MGI:2140361,Slc35d1,C57BL,Early adult,HMGULA_DYS_016_001,Coat - hair texture / appearance - abdomen,0.5801533
0m19rs9yi5gl4dx,MGI:1919369,Tpx2,C57BL,E9.5,IMPC_CSD_040_002,Forepaw - size,0.6774134
0m531o0zh39859x,MGI:1095412,Unc5c,C57BL,Late adult,MGP_IMM_019_001,CD5+ gd T cells - % of gd T cells,0.1671303
0m8eioz0j1uklca,MGI:1914199,Trim59,C57BL,E18.5,IMPC_EYE_088_001,Left vitreous humour thickness,0.1115217
0m8nzvd737qasjx,MGI:2443564,Ambra1,C57BL,E9.5,IMPC_CSD_015_001,Coat - hair texture / appearance - head,0.9856168
0m94o30n53498cm,MGI:2385213,Pdik1l,C57BL,Early adult,CCP_XRY_062_001,Polysyndactylism,0.2235897
0mo82376cexv7ja,MGI:88015,Ampd1,C57BL,E15.5,IMPC_GEL_060_001,Neural tube morphology,0.5647817
0mw8bpl8222ynrm,MGI:1919300,Poglut2,C57BL,Early adult,JAX_LDT_004_001,Dark side time spent,0.7310959
0n010jjk02963fa,MGI:1923676,Fam209,C57BL,Early adult,MGP_IMM_007_001,Resting CD4+ T helper cells - % of CD4+ T helper cells,0.8651882
0n435yvxczhq6ja,MGI:1927753,Inpp5e,C57BL,Early adult,IMPC_XRY_016_001,Number of pelvic vertebrae,0.9369469
0n5t8ln13ha9b5m,MGI:1350930,Srp9,C57BL,Early adult,IMPC_CBC_023_001,Alpha-amylase,0.8267538
0nc29z3sjw18nba,MGI:2154090,Igsf8,C57BL,Early adult,IMPC_GEO_043_002,spina bifida,0.4474182
0ncxa8vz52sj7sx,MGI:2442792,Cdh7,C57BL,Early adult,IMPC_XRY_012_001,Pelvis,0.7457306
0nhde18jck65myx,MGI:1913746,Ppdpf,C57BL,Early adult,JAX_OFD_014_001,Center distance travelled,0.6238087
0no26183q6132kx,MGI:1922387,Rprd2,C57BL,E9.5,MGP_IMM_127_001,Plasmacytoid DC - % of CD45+,0.9223701
0o01uc6i5eyj69a,MGI:107171,Ppp3r2,C57BL,Early adult,IMPC_GEM_070_001,Midbrain morphology,0.5390696
0o05gr8m0z867ma,MGI:2684789,Lrsam1,C57BL,Early adult,IMPC_HEM_029_001,Neutrophil differential count,0.8691781
0o1k058ajf9705m,MGI:1927753,Inpp5e,C57BL,Early adult,IMPC_DXA_002_001,Fat mass,0.1166405
0o26sx4qi4a7hha,MGI:2444631,Bltp1,C57BL,E15.5,IMPC_CSD_007_001,Coat - color - abdomen,0.688659
0o55saokd570j7m,MGI:102519,Cst3,C57BL,Early adult,IMPC_IMM_032_002,Effector CD8+ T cells - % of live leukocytes (Panel A),0.2481734
0o61936d42j9zha,MGI:1889549,Txnip,C57BL,Early adult,IMPC_OFD_007_001,Whole arena resting time,0.2524262
0o739s680988zax,MGI:87867,Acadm,C57BL,Early adult,JAX_HBD_001_001,Total holepokes,0.2480771
0o762e394798sex,MGI:1095412,Unc5c,C57BL,Early adult,MGP_IMM_011_001,Resting Treg cells - % of Treg,0.3992064
0o8xj8kn4pkk74a,MGI:98960,Wnt6,C57BL,Early adult,M-G-P_025_001_001,Glucose,0.4198268
0oa22s8nc7f73wx,MGI:2139018,Olah,C57BL,Early adult,CCP_XRY_019_001,Fusion of vertebrae,0.9988281
0obdt8792s878am,MGI:2679260,Crb2,C57BL,Early adult,IMPC_CBC_016_001,HDL-cholesterol,0.2906589
0ocrn4d8sy3915x,MGI:1914199,Trim59,C57BL,Early adult,JAX_LDT_008_001,Percent time in dark,0.1414669
0oe59d817jnk6qa,MGI:1309469,Casq2,C57BL,E15.5,IMPC_HEM_032_001,Lymphocyte cell count,0.4327305
0oinlw57w93dv9m,MGI:1915599,Ndufs3,C57BL,Early adult,IMPC_DXA_004_001,Bone Mineral Density (excluding skull),0.4941159
0on4lml19mw425x,MGI:98960,Wnt6,C57BL,Early adult,M-G-P_025_001_001,Glucose,0.1175657
0p0eq1e37dl6exa,MGI:1921722,Stpg3,C50BL,Early adult,JAX_LDT_009_001,Percent time in light,0.7959031
0p43de3avy831dx,MGI:1350926,Etv3,C52BL,Early adult,CCP_LDT_008_001,Percent time in light,0.1846097
0p45f23fn8tfe0m,MGI:106925,Cldn11,C57BL,Middle aged adult,JAX_OFD_012_001,Periphery permanence time,0.446024
0p49uuj4og84zfx,MGI:2441837,Adgrb3,C57BL,Early adult,ESLIM_013_001_004,Left retina pigmentation,0.5830536
0p4h6h917g5kfmx,MGI:3588216,Ube2u,C57BL,Early adult,IMPC_EYE_070_001,Left outer nuclear layer,0.4772223
0p4v3li668e0d8m,MGI:1914210,Mindy3,C57BL,Early adult,IMPC_CSD_033_001,Gait,0.4356596
0p6f8tln7p3u0ja,MGI:1095412,Unc5c,C57BL,Early adult,IMPC_ECG_006_001,PR,0.5002963
0p761ck91tn2u8x,MGI:101813,Coq3,C57BL,E9.5,IMPC_CBC_012_001,Aspartate aminotransferase,0.5925408
0p8fl264vjazh2a,MGI:97850,Raly,C57BL,Early adult,IMPC_FEA_105_001,Difference in Context and Conditioning Baseline % Freezing,0.3353451
0paiet615612b9m,MGI:2685869,Dpy19l4,C57BL,Early adult,MGP_MLN_066_001,Effector CD4+ T helper cells - % of CD45+,0.9629662
0pbaw40cbd6957x,MGI:1916428,Snx5,C57BL,Early adult,UCDLA_EYE_083_001,Vitreous,0.1157714
0pi342g5rb3952a,MGI:102844,Mybpc3,C57BL,Early adult,ESLIM_020_001_002,Heart weight,2.129977e-10
0pn21ks3fmhufaa,MGI:1351315,Eloa,C57BL,Early adult,M-G-P_009_001_003,Body weight,0.5635794
0pt00a14nhzb69m,MGI:3588202,Garin4,C57BL,Early adult,MGP_IMM_007_001,Resting CD4+ T helper cells - % of CD4+ T helper cells,0.9403885
0q20l5c6r5i03zx,MGI:97324,Nhlh2,C57BL,Early adult,IMPC_HEM_006_001,Mean corpuscular hemoglobin,0.3994714
0q9f1ic8nsmap7a,MGI:2140592,Slc44a1,C57BL,Early adult,IMPC_DXA_003_001,Lean mass,0.4452287
0q9r7406u79co9a,MGI:106637,Slc30a2,C57BL,Early adult,IMPC_HWT_002_001,Tibia length,0.911078
0qsbbp11kv2760a,MGI:97898,Ren1,C57BL,Early adult,UCD_OWT_003_001,Spleen weight,0.9242312
0qxn31369ji8c0m,MGI:2442177,Pced1a,C57BL,Early adult,CCP_LFO_001_001,Weight,0.9022464
0qyc9060663w27m,MGI:1913420,Chchd5,C57BL,Early adult,CCP_XRY_062_001,Polysyndactylism,0.5206074
0r08qe41lkuiycm,MGI:1921263,Rftn2,C57BL,Early adult,IMPC_GRS_009_001,Forelimb and hindlimb grip strength measurement mean,0.7707044
0r2345z14axp0bx,MGI:2685260,Otol1,C57BL,Early adult,IMPC_GEM_069_001,Hindbrain morphology,0.714824
0r4oed8c3efn7sa,MGI:97803,Ptma,C57BL,E12.5,JAX_OFD_022_001,Percentage center time,0.158321
0r59d7l31e7fu2x,MGI:1332243,Ugcg,C57BL,Early adult,JAX_PLC_004_001,Glucose,0.3048777
0r840a69dvn2orm,MGI:1922423,Tex38,C57BL,Early adult,IMPC_CAL_017_001,Respiratory Exchange Ratio,0.5098811
0rg0ezp8y6519da,MGI:1201673,Shox2,C57BL,E9.5,IMPC_ABR_004_001,6kHz-evoked ABR Threshold,0.8957423
0ri80y5fn51oohx,MGI:1916987,Ttl,C57BL,E12.5,IMPC_ACS_034_001,% Pre-pulse inhibition - PPI2,0.9564172
0rorhj457z3k1zm,MGI:2443925,Thsd7b,C57BL,Early adult,JAX_OFD_014_001,Center distance travelled,0.1843497
0rp8eli63tov06a,MGI:1351315,Eloa,C57BL,E9.5,MGP_IMM_010_001,Effector Treg cells - % of Treg,0.8057939
0rr8f7i2a151k1x,MGI:1917120,Polr3gl,C57BL,E18.5,IMPC_EYE_064_001,Right outer nuclear layer,0.2247854
0s1g54b9g6si71x,MGI:1916413,Mrpl44,C57BL,E9.5,IMPC_DXA_005_001,Bone Mineral Content (excluding skull),0.2860818
0s291xpsp44vqax,MGI:1916413,Mrpl44,C57BL,E9.5,IMPC_GEP_026_001,Outer ear morpholgy,0.3930227
0s4144vn01e1eda,MGI:104708,Cct3,C57BL,E9.5,ESLIM_011_001_002,PP1 startle magnitude,0.6567732
0s6zjdt2bm6w55m,MGI:97565,Pgm1,C57BL,E9.5,HRWL_OWT_001_001,Spleen weight,0.3064401
0s78e1bi2sc652a,MGI:1913420,Chchd5,C57BL,Early adult,IMPC_CSD_033_001,Gait,0.1920391
0sfd3f1h59vw20m,MGI:1309469,Casq2,C57BL,E12.5,IMPC_HEM_019_001,Mean platelet volume,0.5259785
0shlxc807x7o42m,MGI:109424,Abca4,C57BL,Early adult,IMPC_CSD_005_001,Coat - color - back,0.8350714
0si094x2w2epjma,MGI:2444508,Fitm2,C57BL,Early adult,IMPC_HEM_038_001,Basophil differential count,0.5363426
0siey0r4tt7483a,MGI:2387617,Obp2a,C57BL,Early adult,IMPC_EYE_068_001,Left total retinal thickness,0.9892487
0sj7x6sg7oeb37x,MGI:102844,Mybpc3,C57BL,Early adult,IMPC_HEM_003_001,Hemoglobin,0.4125754
0sxg50ri2kxn6nx,MGI:1923953,Cpb1,C57BL,Early adult,IMPC_EYE_012_001,Pupil Shape,0.7024822
0t5u2whgb8hz3fa,MGI:1922423,Tex38,C57BL,Early adult,KMPCLA_GRS_011_001,Forelimb and hindlimb grip strength normalised against body weight,0.7608204
0t6n21w5167030a,MGI:106637,Slc30a2,C57BL,E9.5,IMPC_CBC_002_001,Potassium,0.9003205
0t73z7m4oaxr2ka,MGI:2140361,Slc35d1,C57BL,E18.5,ESLIM_016_001_007,Mean cell haemoglobin concentration,0.8757561
0tfeqq9svnp9ykm,MGI:1923304,Prrc2b,C57BL,Early adult,IMPC_HEM_019_001,Mean platelet volume,0.1063782
0tw6h8dt653hf2x,MGI:104899,Mob4,C57BL,Early adult,MGP_IMM_108_001,Marginal zone B cells - % of CD45+,0.1984933
0tzv0466w322i3a,MGI:108429,Lpar1,C57BL,E12.5,IMPC_CBC_003_001,Chloride,0.9294091
0u45364aws7q61x,MGI:104793,Runx1t1,C57BL,Early adult,IMPC_GRS_010_001,Forelimb grip strength normalised against body weight,0.5643023
0u6y54b9ryc6o5a,MGI:1931054,Slc43a3,C57BL,Early adult,JAX_SLW_013_001,Breath rate during sleep mean,0.3385767
0u7960ap0u6b7zm,MGI:97850,Raly,C57BL,Early adult,IMPC_IMM_014_002,Treg cells - % of live leukocytes (Panel A),0.4111109
0uoaf5de445yrya,MGI:1927580,Bloc1s6,C57BL,Early adult,MGP_IMM_079_001,KLRG1+ Treg cells - % of CD45+,0.5655698
0up48h31495vwea,MGI:3576049,Ugt1a2,C57BL,Early adult,MGP_IMM_083_001,Naive CD8+ T cells - % of CD45+,0.907521
0uto57o6q4a58na,MGI:1096385,Bcan,C57BL,Middle aged adult,MGP_IMM_077_001,Effector Treg cells - % of CD45+,0.2946006
0v3f7szmfv89s8a,MGI:1346342,Clca1,C57BL,Early adult,IMPC_GPO_002_001,Placenta Morphology,0.6192496
0v59ab88di74mmm,MGI:1927241,Wdr12,C57BL,Early adult,IMPC_GRS_010_001,Forelimb grip strength normalised against body weight,0.5470079
0v61al1bro4vk4m,MGI:2385213,Pdik1l,C57BL,Late adult,IMPC_CSD_061_001,Skin color - tail,0.7330816
0vn44mjjp839rjm,MGI:3588216,Ube2u,C57BL,Early adult,CCP_XRY_001_001,Skull shape,0.5684368
0vpku842j4p8g3a,MGI:1891259,Lrat,C57BL,Early adult,IMPC_GEL_063_001,Delayed embryonic development,0.5605914
0vyxacz1l74gcra,MGI:108429,Lpar1,C57BL,Early adult,MGP_IMM_127_001,Plasmacytoid DC - % of CD45+,0.5512868
0w2c1x23751wprx,MGI:2685260,Otol1,C57BL,Early adult,MGP_IMM_009_001,Total Treg cells - % of CD4+,0.7778038
0w2e8a516df2qia,MGI:106637,Slc30a2,C57BL,E9.5,IMPC_OFD_012_001,Periphery permanence time,0.7961556
0w40p92i7p9s1oa,MGI:1337072,Ier5,C57BL,Late adult,IMPC_CSD_061_001,Skin color - tail,0.2472121
0w5u7r748ei538x,MGI:1346086,Aplnr,C57BL,Early adult,MGP_CSD_008_001,Startle response,0.2784129
0w6d48p86305s1x,MGI:102519,Cst3,C57BL,E15.5,MGP_PBI_015_001,IgD+ mature B cell percentage,0.1613854
0wg6u50fc7667hm,MGI:1915247,Ddx59,C57BL,E9.5,IMPC_CBC_013_001,Alanine aminotransferase,0.5293128
0wi8u7rp7t8cn3m,MGI:1341907,Fjx1,C57BL,Early adult,MGP_IMM_013_001,Total CD8+ T cells - % of ab T cells,0.8540598
0wjtdf0fpwq22fx,MGI:98960,Wnt6,C57BL,E15.5,IMPC_IPG_012_001,Area under glucose response curve,0.1127016
0wqa146j1uh90pa,MGI:104793,Runx1t1,C57BL,Early adult,IMPC_GEO_019_001,Embryo Size,0.9696556
0wr9j3o9at64z3x,MGI:1915862,Ube2c,C59BL,E18.5,IMPC_GEM_019_001,Embryo Size,0.1484322
0wyiut2r8320l8a,MGI:87867,Acadm,C57BL,Early adult,IMPC_OFD_050_001,Percentage center movement time,0.9742884
0x3ula9pxi8182x,MGI:1923304,Prrc2b,C57BL,Early adult,IMPC_CSD_006_001,Coat - color - head,0.06372258
0x517zw8z0i119x,MGI:2444681,Hhat,C57BL,Early adult,IMPC_CBC_023_001,Alpha-amylase,0.4059363
0x5503j0r42v13x,MGI:2443564,Ambra1,C57BL,E18.5,JAX_OFD_050_001,Percentage center movement time,0.9419525
0x6861d9or608ox,MGI:1919128,Fam83d,C57BL,Early adult,MGP_MLN_076_001,Naive CD8+ T cells - % of CD45+,0.3942577
0x91hlor8j0s6aa,MGI:1918142,Ttll7,C57BL,Early adult,UCDLA_HEM_002_001,Red blood cell count,0.9677075
0xgzk172wgq474m,MGI:98386,Sptan1,C57BL,E9.5,IMPC_CBC_013_001,Alanine aminotransferase,0.1284962
0xkgtv68m607n0m,MGI:1913746,Ppdpf,C57BL,Early adult,JAX_ROT_002_001,Average duration,0.7856844
0xoa95xh49wc68a,MGI:1921607,Efhd1,C57BL,Early adult,ESLIM_020_001_002,Heart weight,0.9222536
0y053g875uorelm,MGI:3576049,Ugt1a2,C57BL,Early adult,IMPC_GEO_017_002,Facial Cleft,0.1788115
0y0k02l465z11wa,MGI:1920199,Ccnt2,C57BL,E18.5,IMPC_OFD_011_001,Periphery resting time,0.4320602
0y2p424i473l2im,MGI:1919369,Tpx2,C57BL,E9.5,IMPC_XRY_027_001,Joints,0.06986615
0y3b4934s1203cx,MGI:2384297,Map7d1,C57BL,E12.5,IMPC_GEL_011_001,Embryo turning,0.6593767
0y3rk747zeyu70m,MGI:2444631,Bltp1,C57BL,E15.5,IMPC_GEM_069_001,Hindbrain morphology,0.5068005
0y55o498wom59fm,MGI:1919128,Fam83d,C57BL,Early adult,M-G-P_026_001_003,Coat intact,0.8147652
0y5618m00f2j66m,MGI:97850,Raly,C57BL,Early adult,UCDLA_HEM_002_001,Red blood cell count,0.0722159
0y838p23wvv1d9x,MGI:101813,Coq3,C57BL,Early adult,IMPC_IPG_010_001,Fasted blood glucose concentration,0.9802191
0y8pa719ti566vx,MGI:1309469,Casq2,C57BL,E15.5,IMPC_HEM_008_001,Platelet count,0.3691458
0ya332r6mf8covx,MGI:2685195,Zbtb34,C57BL,Early adult,IMPC_CBC_025_001,LDL-cholesterol,0.6909561
0yc4200anav50ba,MGI:2153070,Synpo2,C57BL,Early adult,MGP_MLN_078_001,Total gd T cells - % of CD45+,0.2057633
0ycfe223o555t3a,MGI:1919369,Tpx2,C57BL,E9.5,CCP_LDT_004_001,Dark side time spent,0.07876831
0yf62x4c8m1l85m,MGI:2158201,Acot8,C57BL,Early adult,IMPC_XRY_023_001,Ulna,0.0854867
0yhk48drv55529m,MGI:97324,Nhlh2,C57BL,Early adult,IMPC_CBC_015_001,Total cholesterol,0.8875533
0yqy3a41u481w2x,MGI:3611233,Tox2,C57BL,Early adult,IMPC_CBC_014_001,Alkaline phosphatase,0.4870158
0yv56dzsjh49h7m,MGI:2385213,Pdik1l,C57BL,Late adult,IMPC_CSD_005_001,Coat - color - back,0.3621844
0z03r847t95t26m,MGI:97565,Pgm1,C57BL,Early adult,IMPC_EYE_092_001,Retina (combined),0.6173981
0z20520u5qy2uza,MGI:1919300,Poglut2,C57BL,Early adult,IMPC_XRY_033_001,Tibia length,0.7400456
0z32aubhk94n82m,MGI:104559,Rcn1,C57BL,Early adult,IMPC_DXA_007_001,BMC/Body weight,0.7811353
0z70z7m407jdu4m,MGI:1927753,Inpp5e,C57BL,E15.5,MGP_IMM_077_001,Effector Treg cells - % of CD45+,0.7347005
0z7wn5h8mk4pl7a,MGI:2385213,Pdik1l,C57BL,Late adult,JAX_SLW_003_001,Sleep light phase percent,0.5191794
0zp620zy284l4wm,MGI:1927753,Inpp5e,C57BL,Early adult,IMPC_HEM_004_001,Hematocrit,0.2051965
10106x000bqczem,MGI:2654325,Gba2,C57BL,Early adult,MGP_MLN_076_001,Naive CD8+ T cells - % of CD45+,0.3946984
1016dx1w4j2ws8a,MGI:1923304,Prrc2b,C57BL,Early adult,MGP_IMM_086_001,CD5+ gd T cells - % of CD45+,0.8658585
10195uv5daf2m6a,MGI:106637,Slc30a2,C57BL,Early adult,MGP_MLN_079_001,CD5+ gd T cells - % of CD45+,0.974508
101sfuuhf4lybla,MGI:97324,Nhlh2,C57BL,Early adult,UCDLA_CSD_012_001,Coat - hair distribution - head,0.2582658
102193mrvc6dnga,MGI:1915599,Ndufs3,C57BL,Early adult,CCP_XRY_020_001,Processes on vertebrae,0.7155781
103r2g445838j9a,MGI:1914199,Trim59,C57BL,E12.5,IMPC_GEM_029_001,Tail Morphology,0.1823368
10446qq0637j96a,MGI:1201673,Shox2,C57BL,E9.5,MGP_MLN_115_001,Plasmacytoid DC - % of CD45+,0.4214263
10633i32v82977m,MGI:1916428,Snx5,129SV,Early adult,IMPC_EYE_024_001,Retinal Blood Vessels,0.334089
106s3b1b7nn5x7m,MGI:107363,Stxbp1,C57BL,Early adult,IMPC_OFD_019_001,Number of center entries,0.2167843
106x85160ae01nx,MGI:1923953,Cpb1,C57BL,Early adult,MGP_MLN_066_001,Effector CD4+ T helper cells - % of CD45+,0.5200642
106xa8zk4b9386m,MGI:1927753,Inpp5e,C57BL,E15.5,IMPC_HEM_029_001,Neutrophil differential count,0.9792219
1078gx7bhfa05pm,MGI:1341898,Nmur1,C57BL,Early adult,M-G-P_025_001_005,Potassium,0.3622665
1079t3g1h23d64a,MGI:2385213,Pdik1l,C57BL,Late adult,IMPC_EYE_082_001,Iris transilumination,0.3938943
107pewvbbhbp6ca,MGI:1916330,Gmppa,C57BL,Early adult,IMPC_DXA_004_001,Bone Mineral Density (excluding skull),0.2279314
1083xuyz3zkkq9x,MGI:2448514,R3hdm1,C57BL,Early adult,IMPC_CSD_015_001,Coat - hair texture / appearance - head,0.9941163
10883m0cz5v8d9m,MGI:1919471,Cimip1,C57BL,Early adult,IMPC_CBC_005_001,Creatinine,0.4656688
108s36b83fkl6fm,MGI:1913692,Spc25,C57BL,Early adult,JAX_OFD_020_001,Distance travelled - total,0.3631378
10928m2om0hyvnm,MGI:1921735,Lrrc71,C57BL,Early adult,IMPC_ABR_012_001,30kHz-evoked ABR Threshold,0.296197
10994617g3521dm,MGI:101770,Bfsp1,C57BL,Early adult,IMPC_GEM_019_001,Embryo Size,0.8717588
109i3f4wf16umax,MGI:2441837,Adgrb3,C57BL,E18.5,IMPC_CBC_025_001,LDL-cholesterol,0.9302523
10a266t330438em,MGI:95975,Ifi44l,C57BL,Early adult,M-G-P_005_001_003,Lean Mass,0.2049722
10a39ydle79q80m,MGI:104899,Mob4,C57BL,E9.5,IMPC_OFD_021_001,Number of rears - total,0.6353976
10am6n7kl5lv59a,MGI:2442704,Frrs1l,C57BL,Early adult,JAX_OFD_017_001,Center average speed,0.7469031
10at73j4nrq2i2x,MGI:98397,Src,129SV,Early adult,IMPC_CBC_012_001,Aspartate aminotransferase,0.5533782
10d1h063917645a,MGI:1919084,Zbtb43,C57BL,Early adult,IMPC_HEM_037_001,Basophil cell count,0.2823578
10j87vx79og3q4a,MGI:1917120,Polr3gl,C57BL,E18.5,IMPC_XRY_022_001,Radius,0.6080441
10k82cfd7bg28ta,MGI:2684789,Lrsam1,C57BL,Early adult,MGP_MLN_011_001,KLRG1+ Treg cells - % of Treg,0.4289863
10mjm99fdh94knx,MGI:3606212,Rbbp8nl,C57BL,Early adult,MGP_CSD_027_001,Ventral coat/hair colour pattern,0.1315181
10o4i0z09i1t15a,MGI:2444508,Fitm2,C57BL,E15.5,IMPC_OFD_014_001,Center distance travelled,0.5807512
10tje41ymi35k0x,MGI:1917770,Glipr2,C57BL,Early adult,IMPC_ABR_004_001,6kHz-evoked ABR Threshold,0.3096981
1100b9y006sxdyx,MGI:107674,Cd1d1,C57BL,Early adult,IMPC_HEM_038_001,Basophil differential count,0.414515
112ofuls94128cx,MGI:1923304,Prrc2b,C57BL,Early adult,IMPC_DXA_008_001,Lean/Body weight,0.4315021
11391j95581d7sx,MGI:1309469,Casq2,C57BL,E15.5,IMPC_CSD_025_001,Head size,0.5976438
114100fj4zk68oa,MGI:1890510,Atp6v0b,C57BL,Early adult,IMPC_DXA_006_001,Body length,0.5985954
1142o7zq51er60a,MGI:98960,Wnt6,C57BL,Early adult,IMPC_CAL_017_001,Respiratory Exchange Ratio,0.3806586
114886b2lt6exfm,MGI:2384297,Map7d1,C57BL,E9.5,JAX_OFD_009_001,Whole arena average speed,0.2181865
114h48mwau679vm,MGI:1926106,Fam163b,C57BL,Early adult,MGP_PBI_009_001,CD4+ CD44+ CD62L- alpha beta effector T cell percentage,0.5678827
114t38r3891q1vx,MGI:97565,Pgm1,C57BL,Early adult,IMPC_CSD_025_001,Head size,0.306437
114uah8n34r9wzm,MGI:97803,Ptma,C57BL,E15.5,MGP_IMM_010_001,Effector Treg cells - % of Treg,0.2696894
115yy36d2gkf6bm,MGI:1913721,Anp32e,C57BL,Early adult,MGP_MLN_115_001,Plasmacytoid DC - % of CD45+,0.7163055
117h881m1r0dy3m,MGI:109424,Abca4,C57BL,Early adult,IMPC_CSD_079_001,Aggression,0.8430131
11882tn2f87xv3a,MGI:1913790,Fam107b,129SV,Early adult,IMPC_ECG_028_001,QT,0.5289449
118x90x4059098m,MGI:2443564,Ambra1,C57BL,E18.5,IMPC_GEM_025_002,Pallor,0.09134023
119asywm1rxg76x,MGI:1922387,Rprd2,C57BL,E9.5,IMPC_OFD_021_001,Number of rears - total,0.5462195
119f9sgp6739tcm,MGI:104793,Runx1t1,C57BL,Early adult,MGP_MLN_079_001,CD5+ gd T cells - % of CD45+,0.2595416
11cr8h23bj3i8vx,MGI:2685195,ZBTB34,C57BL,Early adult,ESLIM_011_001_002,PP1 startle magnitude,0.9337051
11d68j2f9j0smqm,MGI:2444631,Bltp1,C57BL,E12.5,IMPC_GEO_043_002,spina bifida,0.6508001
11drj0z04pq993a,MGI:1927753,Inpp5e,C57BL,Early adult,IMPC_EYE_088_001,Left vitreous humour thickness,0.6192319
11dry37gbil902a,MGI:2445096,Dhtkd1,C57BL,Early adult,IMPC_CSD_037_001,Unexpected behaviors,0.6807993
11f5en48jb5d69x,MGI:1918066,Rpusd2,C57BL,Early adult,IMPC_ECH_018_001,Respiration Rate,0.1137948
11gqk5a57l8vm3x,MGI:1915282,Emc4,C57BL,Early adult,IMPC_OFD_021_001,Number of rears - total,0.6030688
11h3rk12i0941ya,MGI:1350926,Etv3,C57BL,Early adult,IMPC_CBC_017_001,Triglycerides,0.1541018
11jk69y0po371tx,MGI:97565,Pgm1,C57BL,E9.5,IMPC_CSD_041_002,Hindpaw - size,0.1482029
11k4tvic74sl3wx,MGI:1913790,Fam107b,C57BL,Early adult,MGP_IMM_004_001,Total CD4+ T cells - % of ab T cells,0.1913227
11q2b799qi9ngix,MGI:3590554,FIRRM,C57BL,Early adult,MGP_IMM_011_001,Resting Treg cells - % of Treg,0.1058655
11q5m0979h425sm,MGI:3650206,Gm12695,C57BL,Early adult,MGP_IMM_006_001,Effector CD4+ T helper cells - % of CD4+ T helper cells,0.1293033
11q64c3150y7oca,MGI:1917770,Glipr2,C57BL,Early adult,MGP_IMM_013_001,Total CD8+ T cells - % of ab T cells,0.8181753
11rmu601h513koa,MGI:3649135,Gm7694,C57BL,Early adult,JAX_OFD_017_001,Center average speed,0.8069032
11v05ajvs6snl2a,MGI:104899,Mob4,C57BL,E9.5,JAX_OFD_007_001,Whole arena resting time,0.7415616
11wf3r5b694yb3a,MGI:107191,Bmpr1b,C57BL,Early adult,IMPC_EYE_061_001,Right anterior chamber depth,0.06327715
12004p0820u6vxa,MGI:3606212,Rbbp8nl,C57BL,Early adult,IMPC_GEO_064_001,Edema,0.3425343
1200s2y8v36792m,MGI:2138198,D630023F18Rik,C57BL,Early adult,JAX_OFD_022_001,Percentage center time,0.2787287
120259h5195nkhx,MGI:1924955,Cstdc2,C57BL,Early adult,CCP_LDT_004_001,Dark side time spent,0.941269
1207dqu5x09p40m,MGI:1913882,Dph6,C57BL,Early adult,IMPC_GEM_075_001,Delayed embryonic development,0.1409493
121qke3h3v8040x,MGI:1351315,Eloa,C57BL,Early adult,ESLIM_011_001_003,PP2 startle magnitude,0.4783291
1222h34h3580g3m,MGI:3650206,Gm12695,C57BL,Early adult,ESLIM_021_001_002,Total cholesterol,0.1042413
1225ni0y6w472cm,MGI:1919051,Plekhf2,C57BL,Early adult,MGP_MLN_076_001,Naive CD8+ T cells - % of CD45+,0.8316915
1226l9v4vx966va,MGI:1915599,Ndufs3,C57BL,Early adult,IMPC_CBC_001_001,Sodium,0.9600968
1228wfl93s6do8a,MGI:1095412,Unc5c,C57BL,Early adult,CCP_XRY_031_001,Digit integrity,0.9870447
122s702wbr0eh4a,MGI:1916987,Ttl,C57BL,E12.5,IMPC_GRS_010_001,Forelimb grip strength normalised against body weight,0.6925274
1244ds6x93c14gx,MGI:107191,BMPR1B,C57BL,Early adult,IMPC_DXA_005_001,Bone Mineral Content (excluding skull),0.5395488
1246hm55xn47w0m,MGI:1916987,Ttl,C57BL,E15.5,IMPC_GRS_009_001,Forelimb and hindlimb grip strength measurement mean,0.3136928
