disease_id	disease_term	gene_accession_id	phenodigm_score
OMIM:612965	46, Xy Sex Reversal 3	MGI:3665157	50.2
OMIM:613011	Lymphoproliferative Syndrome 1	MGI:1345961	35.97
OMIM:613080	46, Xy Sex Reversal 5	MGI:3665157	44.69
OMIM:613080	46, Xy Sex Reversal 5	MGI:109279	33.73
OMIM:613086	Glaucoma 3, Primary Congenital, D	MGI:98266	62.43
OMIM:609140	Corneal Dystrophy, Posterior Polymorphous, 2	MGI:98266	71.7
OMIM:610374	Diabetes Mellitus, Transient Neonatal, 2	MGI:109279	66.62
OMIM:610600	Corticosterone Methyloxidase Type Ii Deficiency	MGI:109279	31.24
OMIM:610883	Potocki-Lupski Syndrome	MGI:87868	6.25
OMIM:600886	Hyperferritinemia With Or Without Cataract	MGI:98266	47.2
OMIM:600955	Proprotein Convertase 1/3 Deficiency	MGI:109279	38.73
OMIM:601186	Microphthalmia, Syndromic 9	MGI:1345961	13.3
OMIM:614279	46, Xy Sex Reversal 8	MGI:3665157	75.62
OMIM:614338	Pancreatic Lipase Deficiency	MGI:87868	56.4
OMIM:613652	C1Q Deficiency 1	MGI:1345961	67.3
OMIM:613762	46, Xy Sex Reversal 6	MGI:3665157	50.32
OMIM:615523	Corneal Dystrophy, Fuchs Endothelial, 8	MGI:98266	61.91
OMIM:615558	Hypobetalipoproteinemia, Familial, 1	MGI:87868	29.14
OMIM:617133	Spinocerebellar Ataxia, Autosomal Recessive 24	MGI:98266	40.02
OMIM:616067	46, Xy Sex Reversal 9	MGI:3665157	84.81
OMIM:618156	Squalene Synthase Deficiency	MGI:87868	11.27
OMIM:616425	46, Xy Sex Reversal 10	MGI:3665157	57.63
OMIM:616425	46, Xy Sex Reversal 10	MGI:96090	47.37
OMIM:618835	Combined Oxidative Phosphorylation Deficiency 40	MGI:109279	21.37
OMIM:618838	Combined Oxidative Phosphorylation Deficiency 41	MGI:109279	28.9
OMIM:618839	Combined Oxidative Phosphorylation Deficiency 42	MGI:109279	21.32
OMIM:618660	Anemia, Congenital, Nonspherocytic Hemolytic, 10	MGI:98266	46.61
ORPHA:158061	Macrophage Activation Syndrome	MGI:1345961	32.28
ORPHA:199299	Late-Onset Isolated Acth Deficiency	MGI:109279	21.84
OMIM:619849	Cholestasis, Progressive Familial Intrahepatic, 9	MGI:1928271	46.12
OMIM:619858	Autoinflammatory-Pancytopenia Syndrome	MGI:1345961	29.33
ORPHA:54370	Primary Membranoproliferative Glomerulonephritis	MGI:1345961	48.13
ORPHA:56425	Cold Agglutinin Disease	MGI:1345961	43.55
ORPHA:46488	Linear Iga Dermatosis	MGI:1345961	39.51
ORPHA:470	Lysinuric Protein Intolerance	MGI:1345961	23.35
ORPHA:48377	Subcorneal Pustular Dermatosis	MGI:1345961	30.54
ORPHA:52901	Isolated Follicle Stimulating Hormone Deficiency	MGI:96090	32.4
ORPHA:536	Systemic Lupus Erythematosus	MGI:1345961	44.79
ORPHA:34145	Immunoglobulin A Nephropathy	MGI:1345961	32.07
ORPHA:79506	Cholesterol-Ester Transfer Protein Deficiency	MGI:1928271	57.4
ORPHA:79087	Acquired Partial Lipodystrophy	MGI:1345961	32.32
ORPHA:98827	Unclassified Myelodysplastic Syndrome	MGI:1345961	35.56
ORPHA:309256	Metachromatic Leukodystrophy, Late Infantile Form	MGI:1928271	8.53
ORPHA:90060	Diffuse Alveolar Hemorrhage	MGI:1345961	32.41
ORPHA:90283	Lupus Erythematosus Tumidus	MGI:1345961	50.16
ORPHA:411593	Insulin Autoimmune Syndrome	MGI:1345961	28.87
ORPHA:71	Chylomicron Retention Disease	MGI:87868	13.65
ORPHA:35664	Aldh18A1-Related De Barsy Syndrome	MGI:98266	61.05
ORPHA:90363	Secondary Intestinal Lymphangiectasia	MGI:87868	9.64
ORPHA:90674	Isolated Thyroid-Stimulating Hormone Deficiency	MGI:96090	16.97
ORPHA:93126	Pauci-Immune Glomerulonephritis	MGI:1345961	39.55
ORPHA:99931	Idiopathic Pulmonary Hemosiderosis	MGI:1345961	37.49
OMIM:221900	Persistent Hyperplastic Primary Vitreous, Autosomal Recessive	MGI:98266	31.45
OMIM:222100	Type 1 Diabetes Mellitus	MGI:1345961	27.77
OMIM:225100	Ectopia Lentis 2, Isolated, Autosomal Recessive	MGI:98266	98.58
OMIM:240500	Immunodeficiency, Common Variable, 2	MGI:1345961	35.66
OMIM:106230	Aniridia, Microcornea, And Spontaneously Reabsorbed Cataract	MGI:98266	75.68
OMIM:116700	Cataract 13 With Adult I Phenotype	MGI:98266	96.43
OMIM:121390	Cornea Guttata With Anterior Polar Cataracts	MGI:98266	57.8
OMIM:305800	Membranoproliferative Glomerulonephritis, X-Linked	MGI:1345961	27.01
OMIM:266510	Peroxisome Biogenesis Disorder 3B	MGI:87868	14.54
OMIM:256020	Focal Segmental Glomerulosclerosis 10	MGI:1345961	42.69
OMIM:300062	Intellectual Developmental Disorder, X-Linked 14	MGI:96090	52.31
OMIM:300143	Intellectual Developmental Disorder, X-Linked 21	MGI:96090	14.68
OMIM:300428	Intellectual Developmental Disorder, X-Linked 2	MGI:96090	35.14
OMIM:177850	Pseudoxanthoma Elasticum, Forme Fruste	MGI:1351634	3.94
OMIM:212065	Congenital Disorder Of Glycosylation, Type Ia	MGI:1928271	9.57
OMIM:217000	Complement Component 2 Deficiency	MGI:1345961	34.99
OMIM:619338	Cataracts, Spastic Paraparesis, And Speech Delay	MGI:98266	25.04
OMIM:270400	Smith-Lemli-Opitz Syndrome	MGI:87868	2.9
ORPHA:3000	Familial Peripheral Male-Limited Precocious Puberty	MGI:96090	30.82
ORPHA:227982	Autoimmune Polyendocrinopathy Type 3	MGI:1345961	34.11
ORPHA:227990	Autoimmune Polyendocrinopathy Type 4	MGI:1345961	35.98
OMIM:614878	Autoinflammation, Antibody Deficiency, And Immune Dysregulation	MGI:98266	23.47
OMIM:613179	Purine Nucleoside Phosphorylase Deficiency	MGI:1345961	30
OMIM:613496	Immunodeficiency, Common Variable, 6	MGI:1345961	37.68
OMIM:607765	Bile Acid Synthesis Defect, Congenital, 1	MGI:1928271	36.2
OMIM:608776	Congenital Disorder Of Glycosylation, Type Il	MGI:1928271	10.23
OMIM:609529	Immunoglobulin A Deficiency 2	MGI:1345961	38.46
OMIM:612227	Diabetes Mellitus, Ketosis-Prone	MGI:1345961	33.85
OMIM:610475	Pigmented Nodular Adrenocortical Disease, Primary, 2	MGI:109279	32.06
OMIM:610489	Pigmented Nodular Adrenocortical Disease, Primary, 1	MGI:109279	30.98
OMIM:610947	Coronary Artery Disease, Autosomal Dominant 2	MGI:109279	38.04
OMIM:610984	Complement Factor I Deficiency	MGI:1345961	27.28
OMIM:615008	Nephrotic Syndrome, Type 7	MGI:1345961	43.6
OMIM:615401	Immunodeficiency 8 With Lymphoproliferation	MGI:1345961	13.65
OMIM:614190	Pigmented Nodular Adrenocortical Disease, Primary, 3	MGI:109279	58.77
OMIM:614196	Nephrotic Syndrome, Type 6	MGI:1345961	37.71
OMIM:614380	Complement Component 4A Deficiency	MGI:1345961	45.32
OMIM:614420	Systemic Lupus Erythematosus 16	MGI:1345961	74.56
OMIM:613783	Complement Component C1S Deficiency	MGI:1345961	52.13
OMIM:617609	Nephrotic Syndrome, Type 15	MGI:1345961	36.28
OMIM:616730	Nephrotic Syndrome, Type 11	MGI:1345961	25.85
OMIM:616834	Microcephaly, Congenital Cataract, And Psoriasiform Dermatitis	MGI:1928271	34.16
OMIM:616892	Nephrotic Syndrome, Type 12	MGI:1345961	38.01
OMIM:615830	Pigmented Nodular Adrenocortical Disease, Primary, 4	MGI:109279	36.26
OMIM:615861	Nephrotic Syndrome, Type 10	MGI:1345961	48.2
OMIM:615954	Acth-Independent Macronodular Adrenal Hyperplasia 2	MGI:109279	43
OMIM:616005	Immunodeficiency 36 With Lymphoproliferation	MGI:1345961	31.39
OMIM:618874	Chromosome 17Q11.2 Duplication Syndrome, 1.4-Mb	MGI:96090	10.91
OMIM:618348	Galloway-Mowat Syndrome 7	MGI:1345961	21.89
OMIM:618534	Immunodeficiency 64 With Lymphoproliferation	MGI:1345961	45.54
OMIM:617783	Nephrotic Syndrome, Type 16	MGI:1345961	39.41
OMIM:619126	Immunodeficiency 75 With Lymphoproliferation	MGI:1345961	43.82
OMIM:619201	Nephrotic Syndrome, Type 23	MGI:1345961	48.88
ORPHA:1830	Schimke Immuno-Osseous Dysplasia	MGI:1345961	18.14
ORPHA:100026	Gamma-Heavy Chain Disease	MGI:1345961	42.15
OMIM:620642	Ciliary Dyskinesia, Primary, 53	MGI:1345961	19.51
OMIM:619644	Immunodeficiency 91 And Hyperinflammation	MGI:1345961	24.37
OMIM:619813	Neutropenia, Severe Congenital, 9, Autosomal Dominant	MGI:98266	45.6
OMIM:620058	Familial Apolipoprotein Gene Cluster Deletion Syndrome	MGI:1928271	52.53
OMIM:620253	Cataract 50 With Or Without Glaucoma	MGI:98266	55.4
OMIM:620312	Leukoencephalopathy With Vanishing White Matter 2	MGI:98266	29.42
ORPHA:449395	Igg4-Related Kidney Disease	MGI:1345961	31.8
ORPHA:49041	Igg4-Related Retroperitoneal Fibrosis	MGI:1345961	33.2
ORPHA:523	Hereditary Leiomyomatosis And Renal Cell Cancer	MGI:98266	23.89
ORPHA:33577	Nodular Non-Suppurative Panniculitis	MGI:1345961	34.81
ORPHA:340	Hemorrhagic Fever-Renal Syndrome	MGI:1345961	14.92
ORPHA:397596	Activated Pi3K-Delta Syndrome	MGI:1345961	36.5
ORPHA:401830	Autosomal Recessive Spastic Paraplegia Type 69	MGI:98266	26.85
ORPHA:60026	Pulmonary Nodular Lymphoid Hyperplasia	MGI:1345961	54.3
ORPHA:2310	Absence Deformity Of Leg-Cataract Syndrome	MGI:98266	29.18
ORPHA:809	Mixed Connective Tissue Disease	MGI:1345961	28.65
ORPHA:96180	Maternal Uniparental Disomy Of Chromosome 4	MGI:1928271	13.39
ORPHA:96181	Maternal Uniparental Disomy Of Chromosome 6	MGI:109279	21.3
ORPHA:79281	Alpha-N-Acetylgalactosaminidase Deficiency Type 3	MGI:98266	43.84
ORPHA:85286	X-Linked Intellectual Disability, Shashi Type	MGI:96090	20.54
ORPHA:90002	Undifferentiated Connective Tissue Syndrome	MGI:1345961	58
ORPHA:36234	Bacterial Toxic-Shock Syndrome	MGI:1345961	15.86
ORPHA:369929	Primary Hyperaldosteronism-Seizures-Neurological Abnormalities Syndrome	MGI:109279	16.81
ORPHA:98908	Neutral Lipid Storage Disease With Myopathy	MGI:1928271	13.35
OMIM:104200	Alport Syndrome 3A, Autosomal Dominant	MGI:1345961	30.91
OMIM:300706	Mental retardation, x-linked, syndromic, Turner type	MGI:96090	34.33
OMIM:300719	Deafness, Cataract, Retinitis Pigmentosa, And Sperm Abnormalities	MGI:98266	45.52
OMIM:300886	Intellectual Developmental Disorder, X-Linked, Syndromic 32	MGI:96090	21.58
OMIM:264120	Prolactin Deficiency With Obesity And Enlarged Testes	MGI:96090	59.35
OMIM:601794	Coloboma-Obesity-Hypogenitalism-Impaired Intellectual Development Syndrome	MGI:98266	24.68
OMIM:300055	Intellectual Developmental Disorder, X-Linked, Syndromic 13	MGI:96090	7.58
OMIM:603909	Autoimmune Lymphoproliferative Syndrome, Type Iia	MGI:1345961	47.68
OMIM:216950	Complement Component C1R/C1S Deficiency	MGI:1345961	50.94
ORPHA:2278	Ichthyosis-Intellectual Disability-Dwarfism-Renal Impairment Syndrome	MGI:98266	33.85
ORPHA:325345	46, Xy Ovotesticular Difference Of Sex Development	MGI:3665157	49.42
OMIM:612840	Leukocyte Adhesion Deficiency, Type Iii	MGI:1345961	28.6
OMIM:608709	Lipodystrophy, Partial, Acquired, Susceptibility To	MGI:1345961	25.36
OMIM:614292	Myopia, High, With Cataract And Vitreoretinal Degeneration	MGI:98266	35.93
OMIM:614470	Ras-Associated Autoimmune Leukoproliferative Disorder	MGI:1345961	41.8
OMIM:615559	Autoimmune Lymphoproliferative Syndrome, Type Iii	MGI:1345961	45.58
OMIM:618912	Neuronopathy, Distal Hereditary Motor, Autosomal Recessive 8	MGI:98266	0
OMIM:618999	Autoinflammation, Immune Dysregulation, And Eosinophilia	MGI:1345961	37.32
OMIM:619183	Proteasome-Associated Autoinflammatory Syndrome 4	MGI:1345961	36.91
ORPHA:1067	Aniridia-Ptosis-Intellectual Disability-Familial Obesity Syndrome	MGI:98266	38.96
ORPHA:1366	Autosomal Recessive Palmoplantar Keratoderma And Congenital Alopecia	MGI:98266	24.89
ORPHA:1369	Congenital Cataract-Hypertrophic Cardiomyopathy-Mitochondrial Myopathy Syndrome	MGI:98266	31.1
ORPHA:1373	Cataract-Aberrant Oral Frenula-Growth Delay Syndrome	MGI:98266	23.55
OMIM:619950	Tessadori-Bicknell-Van Haaften Neurodevelopmental Syndrome 3	MGI:96090	2.79
ORPHA:567548	Idiopathic Steroid-Resistant Nephrotic Syndrome	MGI:1345961	28.57
ORPHA:449432	Igg4-Related Submandibular Gland Disease	MGI:1345961	24.91
ORPHA:51608	Generalized Arterial Calcification Of Infancy	MGI:1351634	5.61
ORPHA:375	Anti-Glomerular Basement Membrane Disease	MGI:1345961	30.47
ORPHA:393	46, Xx Testicular Difference Of Sex Development	MGI:96090	51.05
ORPHA:656	Genetic Steroid-Resistant Nephrotic Syndrome	MGI:1345961	31.53
ORPHA:2172	Microcephaly-Glomerulonephritis-Marfanoid Habitus Syndrome	MGI:1345961	19.36
ORPHA:79506	Cholesterol-Ester Transfer Protein Deficiency	MGI:87868	64.64
ORPHA:79302	Congenital Bile Acid Synthesis Defect Type 3	MGI:1928271	40.23
ORPHA:85320	X-Linked Intellectual Disability-Macrocephaly-Macroorchidism Syndrome	MGI:96090	58.79
ORPHA:85327	X-Linked Intellectual Disability-Acromegaly-Hyperactivity Syndrome	MGI:96090	30.47
ORPHA:85414	Systemic-Onset Juvenile Idiopathic Arthritis	MGI:1345961	43.94
ORPHA:3077	X-Linked Intellectual Disability-Psychosis-Macroorchidism Syndrome	MGI:96090	11.82
ORPHA:89844	Lissencephaly Syndrome, Norman-Roberts Type	MGI:1345961	8.82
ORPHA:90033	Autoimmune Hemolytic Anemia, Warm Type	MGI:1345961	38.39
ORPHA:90036	Mixed-Type Autoimmune Hemolytic Anemia	MGI:1345961	31.3
ORPHA:99889	Cushing Syndrome Due To Ectopic Acth Secretion	MGI:109279	20.22
OMIM:137940	Hypotrichosis-Lymphedema-Telangiectasia-Renal Defect Syndrome	MGI:1345961	16.88
OMIM:162000	Tubulointerstitial Kidney Disease, Autosomal Dominant, 1	MGI:1345961	38.6
OMIM:201910	Adrenal Hyperplasia, Congenital, Due To 21-Hydroxylase Deficiency	MGI:109279	45.8
OMIM:120790	Complement Component 4, Partial Deficiency Of	MGI:1345961	45.87
OMIM:125851	Maturity-Onset Diabetes Of The Young, Type 2	MGI:109279	64.66
OMIM:301078	Immunodeficiency 98 With Autoinflammation, X-Linked	MGI:1345961	41.51
OMIM:304790	Immunodysregulation, Polyendocrinopathy, And Enteropathy, X-Linked	MGI:1345961	35.99
OMIM:301006	Galloway-Mowat Syndrome 2, X-Linked	MGI:1345961	18.5
OMIM:254000	Muscular Dystrophy, Congenital, With Infantile Cataract And Hypogonadism	MGI:98266	53.96
OMIM:300238	Intellectual Developmental Disorder, X-Linked, Syndromic, Shashi Type	MGI:96090	20.19
OMIM:606392	Maturity-Onset Diabetes Of The Young, Type 4	MGI:109279	69.15
OMIM:606394	Maturity-Onset Diabetes Of The Young, Type 6	MGI:109279	64.66
OMIM:212065	Congenital Disorder Of Glycosylation, Type Ia	MGI:87868	4.82
OMIM:619428	Focal Segmental Glomerulosclerosis And Neurodevelopmental Syndrome	MGI:1345961	13.05
ORPHA:293978	Deficiency In Anterior Pituitary Function-Variable Immunodeficiency Syndrome	MGI:109279	21.38
ORPHA:26792	Short Chain Acyl-Coa Dehydrogenase Deficiency	MGI:87868	4.92
OMIM:614736	Glucocorticoid Deficiency 4 With Or Without Mineralocorticoid Deficiency	MGI:109279	38.08
OMIM:613370	Maturity-Onset Diabetes Of The Young, Type 10	MGI:109279	59.28
OMIM:613571	Disordered Steroidogenesis Due To Cytochrome P450 Oxidoreductase Deficiency	MGI:109279	56.72
OMIM:607765	Bile Acid Synthesis Defect, Congenital, 1	MGI:87868	15.54
OMIM:608184	Immunodeficiency With Hyper-Igm, Type 4	MGI:1345961	42.62
OMIM:608776	Congenital Disorder Of Glycosylation, Type Il	MGI:87868	6.46
OMIM:609939	Systemic Lupus Erythematosus, Susceptibility To, 6	MGI:1345961	43.39
OMIM:610508	Maturity-Onset Diabetes Of The Young, Type 7	MGI:109279	69.15
OMIM:610539	Gaucher Disease, Atypical, Due To Saposin C Deficiency	MGI:1928271	17.8
OMIM:600496	Maturity-Onset Diabetes Of The Young, Type 3	MGI:109279	60.36
OMIM:615412	Cortical Dysplasia, Complex, With Other Brain Malformations 4	MGI:98266	28.38
OMIM:614473	Arterial Calcification, Generalized, Of Infancy, 2	MGI:1351634	10.04
OMIM:613779	Complement Component 3 Deficiency, Autosomal Recessive	MGI:1345961	64.17
OMIM:617006	Autoimmune Disease, Multisystem, Infantile-Onset, 2	MGI:1345961	58.6
OMIM:616834	Microcephaly, Congenital Cataract, And Psoriasiform Dermatitis	MGI:87868	31.49
OMIM:615952	Autoimmune Disease, Multisystem, Infantile-Onset, 1	MGI:1345961	30.86
OMIM:616511	Maturity-Onset Diabetes Of The Young, Type 14	MGI:109279	48.45
OMIM:618852	Autoinflammation With Episodic Fever And Lymphadenopathy	MGI:1345961	58.83
OMIM:618935	Granulomatous Disease, Chronic, Autosomal Recessive, 5	MGI:1345961	39.52
OMIM:618398	T-Cell Lymphoma, Subcutaneous Panniculitis-Like	MGI:1345961	40.12
OMIM:618495	Immunodeficiency 63 With Lymphoproliferation And Autoimmunity	MGI:1345961	46.81
ORPHA:1473	Uveal Coloboma-Cleft Lip And Palate-Intellectual Disability	MGI:98266	27.61
ORPHA:183675	Recurrent Infections Associated With Rare Immunoglobulin Isotypes Deficiency	MGI:1928271	8.74
ORPHA:189427	Cushing Syndrome Due To Bilateral Macronodular Adrenocortical Disease	MGI:109279	29.93
ORPHA:1381	Cataract-Intellectual Disability-Anal Atresia-Urinary Defects Syndrome	MGI:98266	28.62
OMIM:620425	Cataracts, Hearing Impairment, Nephrotic Syndrome, And Enterocolitis 2	MGI:98266	29.13
OMIM:620565	Immunodeficiency 113 With Autoimmunity And Autoinflammation	MGI:1345961	27.39
OMIM:619525	Congenital Disorder Of Glycosylation, Type Iiw	MGI:1345961	13.71
OMIM:620058	Familial Apolipoprotein Gene Cluster Deletion Syndrome	MGI:87868	53.2
ORPHA:567544	Idiopathic Non-Lupus Full-House Nephropathy	MGI:1345961	35.24
ORPHA:251004	Paternal Uniparental Disomy Of Chromosome 1	MGI:1345961	13.48
ORPHA:73245	Spinal Muscular Atrophy-Dandy-Walker Malformation-Cataracts Syndrome	MGI:98266	48.66
ORPHA:96180	Maternal Uniparental Disomy Of Chromosome 4	MGI:87868	11.14
ORPHA:90790	Congenital Lipoid Adrenal Hyperplasia Due To Star Deficency	MGI:109279	30.63
ORPHA:90790	Congenital Lipoid Adrenal Hyperplasia Due To Star Deficency	MGI:96090	17.12
ORPHA:911	Combined Immunodeficiency Due To Zap70 Deficiency	MGI:1345961	36.15
OMIM:201470	Acyl-Coa Dehydrogenase, Short-Chain, Deficiency Of	MGI:87868	0
OMIM:202110	Adrenal Hyperplasia, Congenital, Due To 17-Alpha-Hydroxylase Deficiency	MGI:109279	31.34
OMIM:183800	Split-Hand With Congenital Nystagmus, Fundal Changes, And Cataracts	MGI:98266	29.79
OMIM:307500	Hypogonadism, Male, With Impaired Intellectual Development And Skeletal Anomalies	MGI:109279	43.51
OMIM:309520	Intellectual Developmental Disorder, X-Linked, Syndromic, Lujan-Fryns Type	MGI:96090	6.13
OMIM:310468	Nephrolithiasis, X-Linked Recessive, With Renal Failure	MGI:1345961	38.14
OMIM:212500	Cataract 46, Juvenile-Onset, With Or Without Arrhythmic Cardiomyopathy	MGI:98266	58.07
OMIM:212550	Optic Disc Anomalies With Retinal And/Or Macular Dystrophy	MGI:98266	30.06
OMIM:619313	Immunodeficiency 80 With Or Without Congenital Cardiomyopathy	MGI:1345961	20.04
OMIM:619375	Autoinflammatory Syndrome, Familial, With Or Without Immunodeficiency	MGI:1345961	63.49
ORPHA:169090	Combined Immunodeficiency Due To Crac Channel Dysfunction	MGI:1345961	29.48
ORPHA:289548	Inherited Isolated Adrenal Insufficiency Due To Partial Cyp11A1 Deficiency	MGI:3665157	17.29
ORPHA:289548	Inherited Isolated Adrenal Insufficiency Due To Partial Cyp11A1 Deficiency	MGI:109279	21.89
ORPHA:324410	X-Linked Intellectual Disability-Cardiomegaly-Congestive Heart Failure Syndrome	MGI:96090	8.53
OMIM:613076	Myopathy, Mitochondrial Progressive, With Congenital Cataract And Developmental Delay	MGI:98266	55.33
OMIM:609734	Obesity, Early-Onset, With Adrenal Insufficiency And Red Hair	MGI:109279	43.95
OMIM:616722	Retinal Dystrophy And Iris Coloboma With Or Without Cataract	MGI:98266	48.37
OMIM:616414	Autoimmune Interstitial Lung, Joint, And Kidney Disease	MGI:1345961	38.82
OMIM:618810	Pontocerebellar Hypoplasia, Hypotonia, And Respiratory Insufficiency Syndrome, Neonatal Lethal	MGI:1928271	14.99
OMIM:619082	Microcornea, Rod-Cone Dystrophy, Cataract, And Posterior Staphyloma 1	MGI:98266	52.05
OMIM:619220	Immunodeficiency 78 With Autoimmunity And Developmental Delay	MGI:1345961	43.5
OMIM:620795	Autoinflammation With Episodic Fever And Immune Dysregulation	MGI:1345961	46.98
OMIM:619846	Immunodeficiency 99 With Hypogammaglobulinemia And Autoimmune Cytopenias	MGI:1345961	41.11
ORPHA:37042	Immune Dysregulation-Polyendocrinopathy-Enteropathy-X-Linked Syndrome	MGI:1345961	30.84
ORPHA:399808	Male Infertility With Teratozoospermia Due To Single Gene Mutation	MGI:96090	47.99
ORPHA:2084	Glaucoma-Ectopia Lentis-Microspherophakia-Stiff Joints-Short Stature Syndrome	MGI:98266	62.55
ORPHA:231154	Combined Immunodeficiency Due To Partial Rag1 Deficiency	MGI:1345961	51.19
ORPHA:95699	Congenital Adrenal Hyperplasia Due To Cytochrome P450 Oxidoreductase Deficiency	MGI:109279	14.13
ORPHA:90793	Congenital Adrenal Hyperplasia Due To 17-Alpha-Hydroxylase Deficiency	MGI:109279	32.86
ORPHA:90794	Classic Congenital Adrenal Hyperplasia Due To 21-Hydroxylase Deficiency	MGI:109279	21.52
ORPHA:90795	Congenital Adrenal Hyperplasia Due To 11-Beta-Hydroxylase Deficiency	MGI:109279	24
OMIM:202010	Adrenal Hyperplasia, Congenital, Due To Steroid 11-Beta-Hydroxylase Deficiency	MGI:109279	32.08
OMIM:301109	Autoinflammatory Disease, Multisystem, With Immune Dysregulation, X-Linked	MGI:1345961	42.35
OMIM:314000	Thrombocytopenia With Elevated Serum Iga And Renal Disease	MGI:1345961	33.08
OMIM:602450	Severe Combined Immunodeficiency With Sensitivity To Ionizing Radiation	MGI:1345961	31.93
OMIM:271320	Spinocerebellar Degeneration With Macular Corneal Dystrophy, Congenital Cataracts, And Myopia	MGI:98266	51.07
OMIM:274205	Thumb, Hypoplastic, With Choroid Coloboma, Poorly Developed Antihelix, And Deafness	MGI:98266	39.93
ORPHA:228426	Syndromic Multisystem Autoimmune Disease Due To Itch Deficiency	MGI:1345961	33.09
ORPHA:277	Severe Combined Immunodeficiency Due To Adenosine Deaminase Deficiency	MGI:1345961	42.1
OMIM:610156	Impaired Intellectual Development, Truncal Obesity, Retinal Dystrophy, And Micropenis Syndrome	MGI:98266	27.21
OMIM:610539	Gaucher Disease, Atypical, Due To Saposin C Deficiency	MGI:87868	10.88
OMIM:617718	Immunodeficiency 71 With Inflammatory Disease And Congenital Thrombocytopenia	MGI:1345961	35.26
OMIM:616871	Myeloproliferative/Lymphoproliferative Neoplasms, Familial (Multiple Types), Susceptibility To	MGI:1345961	41.19
ORPHA:79408	Autosomal Recessive Generalized Dystrophic Epidermolysis Bullosa, Severe Form	MGI:1345961	14.32
ORPHA:90791	Congenital Adrenal Hyperplasia Due To 3-Beta-Hydroxysteroid Dehydrogenase Deficiency	MGI:109279	28.66
OMIM:247800	Lymphopenic Hypergammaglobulinemia, Antibody Deficiency, Autoimmune Hemolytic Anemia, And Glomerulonephritis	MGI:1345961	51.07
OMIM:136580	Fragile Site, Distamycin A Type, Rare, Fra(16)(Q22.1)	MGI:1345961	34.88
OMIM:201810	Adrenal Hyperplasia, Congenital, Due To 3-Beta-Hydroxysteroid Dehydrogenase 2 Deficiency	MGI:109279	28.2
ORPHA:331206	Severe Combined Immunodeficiency Due To Complete Rag1/2 Deficiency	MGI:1345961	28.53
OMIM:611812	46, Xx Sex Reversal With Dysgenesis Of Kidneys, Adrenals, And Lungs	MGI:3665157	20.17
OMIM:611812	46, Xx Sex Reversal With Dysgenesis Of Kidneys, Adrenals, And Lungs	MGI:109279	16.74
OMIM:614199	Nephrotic Syndrome, Type 5, With Or Without Ocular Abnormalities	MGI:1345961	28.45
OMIM:614376	Short-Rib Thoracic Dysplasia 5 With Or Without Polydactyly	MGI:1345961	17.97
OMIM:613743	Adrenal Insufficiency, Congenital, With 46, Xy Sex Reversal, Partial Or Complete	MGI:3665157	33.45
OMIM:618810	Pontocerebellar Hypoplasia, Hypotonia, And Respiratory Insufficiency Syndrome, Neonatal Lethal	MGI:87868	9.07
OMIM:620367	Pulmonary Fibrosis And/Or Bone Marrow Failure Syndrome, Telomere-Related, 8	MGI:1928271	24.35
ORPHA:567546	Idiopathic Steroid-Sensitive Nephrotic Syndrome With Secondary Steroid Resistance	MGI:1345961	18.17
ORPHA:399805	Male Infertility With Azoospermia Or Oligozoospermia Due To Single Gene Mutation	MGI:96090	50.86
ORPHA:85112	Palmoplantar Keratoderma-Xx Sex Reversal-Predisposition To Squamous Cell Carcinoma Syndrome	MGI:3665157	57.64
OMIM:301066	Intellectual Developmental Disorder, X-Linked, Syndromic, With Pigmentary Mosaicism And Coarse Facies	MGI:1928271	7.74
ORPHA:276	T-B+ Severe Combined Immunodeficiency Due To Gamma Chain Deficiency	MGI:1345961	24.98
ORPHA:168558	46, Xy Difference Of Sex Development-Adrenal Insufficiency Due To Cyp11A1 Deficiency	MGI:3665157	17.59
ORPHA:168558	46, Xy Difference Of Sex Development-Adrenal Insufficiency Due To Cyp11A1 Deficiency	MGI:109279	20.93
ORPHA:69063	Congenital Membranous Nephropathy Due To Fetomaternal Anti-Neutral Endopeptidase Alloimmunization	MGI:1345961	46.56
ORPHA:90796	46, Xy Difference Of Sex Development Due To Isolated 17, 20-Lyase Deficiency	MGI:109279	21.56
OMIM:251750	Microspherophakia And/Or Megalocornea, With Ectopia Lentis And With Or Without Secondary Glaucoma	MGI:98266	42.57
ORPHA:562639	Primary Biliary Cholangitis/Primary Sclerosing Cholangitis And Autoimmune Hepatitis Overlap Syndrome	MGI:1345961	45.56
OMIM:607330	Lathosterolosis	MGI:104511	12.07
ORPHA:14	Abetalipoproteinemia	MGI:104511	9.16
ORPHA:56	Alkaptonuria	MGI:104511	7.12
ORPHA:412	Dysbetalipoproteinemia	MGI:104511	35.59
ORPHA:926	Acatalasemia	MGI:104511	13.94
OMIM:613913	Lipodystrophy, Partial, Acquired, With Low Complement Component C3, With Or Without Glomerulonephritis	MGI:1345961	27.55
ORPHA:444463	Autoimmune Hemolytic Anemia-Autoimmune Thrombocytopenia-Primary Immunodeficiency Syndrome Due To Tpp2 Deficiency	MGI:1345961	58.88
OMIM:120433	Coloboma, Ocular, With Or Without Hearing Impairment, Cleft Lip/Palate, And/Or Impaired Intellectual Development	MGI:98266	33.48
