"disease_id","disease_term"
"OMIM:619313","Immunodeficiency 80 With Or Without Congenital Cardiomyopathy"
"OMIM:619375","Autoinflammatory Syndrome, Familial, With Or Without Immunodeficiency"
"ORPHA:169090","Combined Immunodeficiency Due To Crac Channel Dysfunction"
"ORPHA:289548","Inherited Isolated Adrenal Insufficiency Due To Partial Cyp11A1 Deficiency"
"ORPHA:324410","X-Linked Intellectual Disability-Cardiomegaly-Congestive Heart Failure Syndrome"
"OMIM:613076","Myopathy, Mitochondrial Progressive, With Congenital Cataract And Developmental Delay"
"OMIM:609734","Obesity, Early-Onset, With Adrenal Insufficiency And Red Hair"
"OMIM:616722","Retinal Dystrophy And Iris Coloboma With Or Without Cataract"
"OMIM:616414","Autoimmune Interstitial Lung, Joint, And Kidney Disease"
"OMIM:618810","Pontocerebellar Hypoplasia, Hypotonia, And Respiratory Insufficiency Syndrome, Neonatal Lethal"
"OMIM:619082","Microcornea, Rod-Cone Dystrophy, Cataract, And Posterior Staphyloma 1"
"OMIM:619220","Immunodeficiency 78 With Autoimmunity And Developmental Delay"
"OMIM:620795","Autoinflammation With Episodic Fever And Immune Dysregulation"
"OMIM:619846","Immunodeficiency 99 With Hypogammaglobulinemia And Autoimmune Cytopenias"
"ORPHA:37042","Immune Dysregulation-Polyendocrinopathy-Enteropathy-X-Linked Syndrome"
"ORPHA:399808","Male Infertility With Teratozoospermia Due To Single Gene Mutation"
"ORPHA:2084","Glaucoma-Ectopia Lentis-Microspherophakia-Stiff Joints-Short Stature Syndrome"
"ORPHA:231154","Combined Immunodeficiency Due To Partial Rag1 Deficiency"
"ORPHA:95699","Congenital Adrenal Hyperplasia Due To Cytochrome P450 Oxidoreductase Deficiency"
"ORPHA:90793","Congenital Adrenal Hyperplasia Due To 17-Alpha-Hydroxylase Deficiency"
"ORPHA:90794","Classic Congenital Adrenal Hyperplasia Due To 21-Hydroxylase Deficiency"
"ORPHA:90795","Congenital Adrenal Hyperplasia Due To 11-Beta-Hydroxylase Deficiency"
"OMIM:202010","Adrenal Hyperplasia, Congenital, Due To Steroid 11-Beta-Hydroxylase Deficiency"
"OMIM:301109","Autoinflammatory Disease, Multisystem, With Immune Dysregulation, X-Linked"
"OMIM:314000","Thrombocytopenia With Elevated Serum Iga And Renal Disease"
"OMIM:602450","Severe Combined Immunodeficiency With Sensitivity To Ionizing Radiation"
"OMIM:271320","Spinocerebellar Degeneration With Macular Corneal Dystrophy, Congenital Cataracts, And Myopia"
"OMIM:274205","Thumb, Hypoplastic, With Choroid Coloboma, Poorly Developed Antihelix, And Deafness"
"ORPHA:228426","Syndromic Multisystem Autoimmune Disease Due To Itch Deficiency"
"ORPHA:277","Severe Combined Immunodeficiency Due To Adenosine Deaminase Deficiency"
"OMIM:610156","Impaired Intellectual Development, Truncal Obesity, Retinal Dystrophy, And Micropenis Syndrome"
"OMIM:617718","Immunodeficiency 71 With Inflammatory Disease And Congenital Thrombocytopenia"
"OMIM:616871","Myeloproliferative/Lymphoproliferative Neoplasms, Familial (Multiple Types), Susceptibility To"
"ORPHA:79408","Autosomal Recessive Generalized Dystrophic Epidermolysis Bullosa, Severe Form"
"ORPHA:90791","Congenital Adrenal Hyperplasia Due To 3-Beta-Hydroxysteroid Dehydrogenase Deficiency"
"OMIM:247800","Lymphopenic Hypergammaglobulinemia, Antibody Deficiency, Autoimmune Hemolytic Anemia, And Glomerulonephritis"
"OMIM:136580","Fragile Site, Distamycin A Type, Rare, Fra(16)(Q22.1)"
"OMIM:201810","Adrenal Hyperplasia, Congenital, Due To 3-Beta-Hydroxysteroid Dehydrogenase 2 Deficiency"
"ORPHA:331206","Severe Combined Immunodeficiency Due To Complete Rag1/2 Deficiency"
"OMIM:611812","46, Xx Sex Reversal With Dysgenesis Of Kidneys, Adrenals, And Lungs"
"OMIM:614199","Nephrotic Syndrome, Type 5, With Or Without Ocular Abnormalities"
"OMIM:614376","Short-Rib Thoracic Dysplasia 5 With Or Without Polydactyly"
"OMIM:613743","Adrenal Insufficiency, Congenital, With 46, Xy Sex Reversal, Partial Or Complete"
"OMIM:620367","Pulmonary Fibrosis And/Or Bone Marrow Failure Syndrome, Telomere-Related, 8"
"ORPHA:567546","Idiopathic Steroid-Sensitive Nephrotic Syndrome With Secondary Steroid Resistance"
"ORPHA:399805","Male Infertility With Azoospermia Or Oligozoospermia Due To Single Gene Mutation"
"ORPHA:85112","Palmoplantar Keratoderma-Xx Sex Reversal-Predisposition To Squamous Cell Carcinoma Syndrome"
"ORPHA:276","T-B+ Severe Combined Immunodeficiency Due To Gamma Chain Deficiency"
"ORPHA:168558","46, Xy Difference Of Sex Development-Adrenal Insufficiency Due To Cyp11A1 Deficiency"
"ORPHA:69063","Congenital Membranous Nephropathy Due To Fetomaternal Anti-Neutral Endopeptidase Alloimmunization"
"ORPHA:90796","46, Xy Difference Of Sex Development Due To Isolated 17, 20-Lyase Deficiency"
"OMIM:251750","Microspherophakia And/Or Megalocornea, With Ectopia Lentis And With Or Without Secondary Glaucoma"
"ORPHA:562639","Primary Biliary Cholangitis/Primary Sclerosing Cholangitis And Autoimmune Hepatitis Overlap Syndrome"
"OMIM:607330","Lathosterolosis"
"ORPHA:56","Alkaptonuria"
"ORPHA:412","Dysbetalipoproteinemia"
"ORPHA:926","Acatalasemia"
"OMIM:613913","Lipodystrophy, Partial, Acquired, With Low Complement Component C3, With Or Without Glomerulonephritis"
"ORPHA:444463","Autoimmune Hemolytic Anemia-Autoimmune Thrombocytopenia-Primary Immunodeficiency Syndrome Due To Tpp2 Deficiency"
"OMIM:120433","Coloboma, Ocular, With Or Without Hearing Impairment, Cleft Lip/Palate, And/Or Impaired Intellectual Development"
"OMIM:203800","Alstrom Syndrome"
"OMIM:205400","Tangier Disease"
"OMIM:277700","Werner Syndrome"
"OMIM:604809","Panbronchiolitis, Diffuse"
"OMIM:210250","Sitosterolemia 1"
"OMIM:618666","Sitosterolemia 2"
"ORPHA:1457","Aorta Coarctation"
"ORPHA:191","Cockayne Syndrome"
"ORPHA:333","Farber Disease"
"ORPHA:650","Lcat Deficiency"
"ORPHA:2067","Gapo Syndrome"
"ORPHA:2069","Gastrocutaneous Syndrome"
"ORPHA:902","Werner Syndrome"
"ORPHA:439232","Aapoaiv Amyloidosis"
"ORPHA:36913","Autoimmune Hypoparathyroidism"
"ORPHA:909","Cerebrotendinous Xanthomatosis"
"OMIM:245900","Lecithin:Cholesterol Acyltransferase Deficiency"
"OMIM:143890","Hypercholesterolemia, Familial, 1"
"OMIM:144010","Hypercholesterolemia, Familial, 2"
"OMIM:238600","Hyperlipoproteinemia, Type I"
"OMIM:242900","Schimke Immunoosseous Dysplasia"
"OMIM:208060","Arteriosclerosis, Severe Juvenile"
"OMIM:603813","Hypercholesterolemia, Familial, 4"
"OMIM:604091","Hypoalphalipoproteinemia, Primary, 1"
"ORPHA:229","Familial Aortic Dissection"
"OMIM:615947","Hyperlipoproteinemia, Type Id"
"ORPHA:2047","Flynn-Aird Syndrome"
"ORPHA:391665","Homozygous Familial Hypercholesterolemia"
"ORPHA:2073","Narcolepsy Type 1"
"ORPHA:79474","Atypical Werner Syndrome"
"ORPHA:785","Estrogen Resistance Syndrome"
"ORPHA:79292","Fish-Eye Disease"
"OMIM:230650","Gm1-Gangliosidosis, Type Iii"
"OMIM:278000","Cholesteryl Ester Storage Disease"
"OMIM:176670","Hutchinson-Gilford Progeria Syndrome"
"OMIM:269600","Sea-Blue Histiocyte Disease"
"ORPHA:264675","Hereditary Pulmonary Alveolar Proteinosis"
"ORPHA:275761","Lysosomal Acid Lipase Deficiency"
"OMIM:612356","Heparin Cofactor Ii Deficiency"
"OMIM:614008","Nestor-Guillermo Progeria Syndrome"
"OMIM:619802","Immunodeficiency 97 With Autoinflammation"
"ORPHA:565612","Primary Triglyceride Deposit Cardiomyovasculopathy"
"ORPHA:494424","Extracranial Carotid Artery Aneurysm"
"ORPHA:231160","Familial Cerebral Saccular Aneurysm"
"ORPHA:93598","Primary Hyperoxaluria Type 1"
"ORPHA:95427","Secondary Short Bowel Syndrome"
"ORPHA:740","Hutchinson-Gilford Progeria Syndrome"
"ORPHA:747","Autoimmune Pulmonary Alveolar Proteinosis"
"ORPHA:75234","Cholesteryl Ester Storage Disease"
"ORPHA:90324","Cockayne Syndrome Type 3"
"ORPHA:425","Apolipoprotein A-I Deficiency"
"OMIM:144300","Hyperlipoproteinemia, Type Ii, And Deafness"
"OMIM:151660","Lipodystrophy, Familial Partial, Type 2"
"OMIM:132900","Aortic Aneurysm, Familial Thoracic 4"
"OMIM:257200","Niemann-Pick Disease, Type A"
"OMIM:257220","Niemann-Pick Disease, Type C1"
"ORPHA:220295","Xeroderma Pigmentosum-Cockayne Syndrome Complex"
"ORPHA:2724","Odontomatosis-Aortae Esophagus Stenosis Syndrome"
"OMIM:607616","Niemann-Pick Disease, Type B"
"OMIM:608600","Lipodystrophy, Familial Partial, Type 1"
"OMIM:611788","Aortic Aneurysm, Familial Thoracic 6"
"OMIM:615703","Morbid Obesity And Spermatogenic Failure"
"OMIM:617168","Aortic Aneurysm, Familial Thoracic 10"
"OMIM:616833","Paget Disease Of Bone 6"
"OMIM:616000","Analbuminemia"
"OMIM:618620","Abdominal Obesity-Metabolic Syndrome 4"
"ORPHA:646","Niemann-Pick Disease Type C"
"ORPHA:2348","Familial Partial Lipodystrophy, Dunnigan Type"
"ORPHA:77293","Chronic Visceral Acid Sphingomyelinase Deficiency"
"ORPHA:79083","Pparg-Related Familial Partial Lipodystrophy"
"ORPHA:79084","Familial Partial Lipodystrophy, Köbberling Type"
"ORPHA:363618","Lmna-Related Cardiocutaneous Progeria Syndrome"
"OMIM:249310","Neuhauser Syndrome"
"OMIM:300972","Immunodeficiency 47"
"ORPHA:263501","Cog4-Cdg"
"ORPHA:280365","Autosomal Semi-Dominant Severe Lipodystrophic Laminopathy"
"OMIM:608320","Coronary Artery Disease, Autosomal Dominant, 1"
"OMIM:616222","Temple Syndrome"
"ORPHA:1192","Atherosclerosis-Deafness-Diabetes-Epilepsy-Nephropathy Syndrome"
"ORPHA:633","Laron Syndrome"
"ORPHA:2457","Mandibuloacral Dysplasia"
"ORPHA:79237","Galactokinase Deficiency"
"ORPHA:86816","Congenital Analbuminemia"
"OMIM:118450","Alagille Syndrome 1"
"OMIM:176270","Prader-Willi Syndrome"
"OMIM:603776","Hypercholesterolemia, Familial, 3"
"ORPHA:273","Steinert Myotonic Dystrophy"
"OMIM:614025","Hepatic Lipase Deficiency"
"ORPHA:186","Primary Biliary Cholangitis"
"ORPHA:1979","Lipodystrophy Due To Peptidic Growth Factors Deficiency"
"ORPHA:199354","Cerebral Autosomal Recessive Arteriopathy-Subcortical Infarcts-Leukoencephalopathy"
"ORPHA:140905","Hyperlipidemia Due To Hepatic Triacylglycerol Lipase Deficiency"
"ORPHA:528","Congenital Generalized Lipodystrophy"
"ORPHA:401923","9Q31.1Q31.3 Microdeletion Syndrome"
"ORPHA:209902","Hypercholesterolemia Due To Cholesterol 7Alpha-Hydroxylase Deficiency"
"ORPHA:247585","Citrullinemia Type Ii"
"ORPHA:230839","Classical-Like Ehlers-Danlos Syndrome Type 1"
"ORPHA:91387","Familial Thoracic Aortic Aneurysm And Aortic Dissection"
"OMIM:232700","Glycogen Storage Disease Vi"
"OMIM:144250","Hyperlipidemia, Familial Combined, 3"
"OMIM:207750","Apolipoprotein C-Ii Deficiency"
"OMIM:306000","Glycogen Storage Disease Ixa1"
"OMIM:301033","Hypothyroidism, Congenital, Nongoitrous, 8"
"OMIM:256300","Nephrotic Syndrome, Type 1"
"OMIM:619471","Bardet-Biedl Syndrome 20"
"OMIM:616267","Ataxia-Oculomotor Apraxia 4"
"OMIM:620211","Hyperinsulinemic Hypoglycemia, Familial, 8"
"ORPHA:488650","Distal Myopathy, Tateyama Type"
"ORPHA:77296","Morgagni-Stewart-Morel Syndrome"
"ORPHA:90065","Acquired Aneurysmal Subarachnoid Hemorrhage"
"OMIM:277460","Ataxia With Vitamin E Deficiency"
"OMIM:605814","Citrullinemia, Type Ii, Neonatal-Onset"
"OMIM:606721","Lipodystrophy, Familial Partial, Type 7"
"ORPHA:280679","Moyamoya Angiopathy-Short Stature-Facial Dysmorphism-Hypergonadotropic Hypogonadism Syndrome"
"OMIM:612526","Lipodystrophy, Congenital Generalized, Type 3"
"OMIM:610842","Pseudoxanthoma Elasticum-Like Disorder With Multiple Coagulation Factor Deficiency"
"OMIM:615812","Abdominal Obesity-Metabolic Syndrome 3"
"OMIM:619662","Cholestasis, Progressive Familial Intrahepatic, 8"
"OMIM:619855","Thyroid Hormone Metabolism, Abnormal, 2"
"OMIM:619868","Cholestasis, Progressive Familial Intrahepatic, 10"
"OMIM:248370","Mandibuloacral Dysplasia With Type A Lipodystrophy"
"OMIM:616828","Congenital Disorder Of Glycosylation, Type Iio"
"OMIM:616829","Congenital Disorder Of Glycosylation, Type Iip"
"OMIM:615863","Diarrhea 7, Protein-Losing Enteropathy Type"
"OMIM:620454","Congenital Disorder Of Glycosylation, Type Iiaa"
"OMIM:619534","Biliary, Renal, Neurologic, And Skeletal Syndrome"
"OMIM:300845","Moyamoya Disease 4 With Short Stature, Hypergonadotropic Hypogonadism, And Facial Dysmorphism"
"ORPHA:64753","Spinocerebellar Ataxia With Axonal Neuropathy Type 2"
"ORPHA:247598","Neonatal Intrahepatic Cholestasis Due To Citrin Deficiency"
"ORPHA:254531","Temple Syndrome Due To Paternal 14Q32.2 Hypomethylation"
"ORPHA:94124","Spinocerebellar Ataxia With Axonal Neuropathy Type 1"
"ORPHA:91135","Body Skin Hyperlaxity Due To Vitamin K-Dependent Coagulation Factor Deficiency"
"OMIM:208920","Ataxia, Early-Onset, With Oculomotor Apraxia And Hypoalbuminemia"
"OMIM:209010","Atherosclerosis, Premature, With Deafness, Nephropathy, Diabetes Mellitus, Photomyoclonus, And Degenerative Neurologic Disease"
"OMIM:607250","Spinocerebellar Ataxia, Autosomal Recessive, With Axonal Neuropathy 1"
"ORPHA:264580","Glycogen Storage Disease Due To Liver Phosphorylase Kinase Deficiency"
"ORPHA:96184","Temple Syndrome Due To Maternal Uniparental Disomy Of Chromosome 14"
"ORPHA:79240","Glycogen Storage Disease Due To Liver And Muscle Phosphorylase Kinase Deficiency"
"ORPHA:79259","Glycogen Storage Disease Due To Glucose-6-Phosphatase Deficiency Type Ib"
"OMIM:610644","Palmoplantar Hyperkeratosis With Squamous Cell Carcinoma Of Skin And 46, Xx Sex Reversal"
